Ad_Id,House_Type,Bedrooms,Bathrooms,Hydro,Heat,Water,Parking,Pet_Friendly,Air_Conditioning,Smoking,Laundry,Dishwasher,Fridge,Furnished,Gym,Pool,24_Hour_Security,Bicycle_Parking,Storage_Space,Elevator_in_Building,Personal_Outdoor_Space,Agreement,Region,Size,Rent
Ad ID 1549492400,Duplex/Triplex,1,1,No,No,No,0,Limited,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1,975
Ad ID 1549496999,Townhouse,3,1.5,No,No,No,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1,1800
Ad ID 1549498329,Condo,1,1,Yes,Yes,Yes,1,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,1,1200
Ad ID 1549499425,Duplex/Triplex,2,1,No,Yes,Yes,0,Limited,No,Outdoors only,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,800,1000
Ad ID 1549509893,Duplex/Triplex,4,2,No,No,No,1,Limited,No,No,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,2380,1500
Ad ID 1549513677,Duplex/Triplex,2,1,No,No,No,1,Yes,Yes,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,1000,
Ad ID 1549519793,Apartment,2,1,No,Yes,Yes,0,Yes,No,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Riverside,750,1485
Ad ID 1549519800,Apartment,1,1,No,Yes,Yes,0,Yes,No,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Riverside,430,1305
Ad ID 1549520694,Apartment,2,1,No,No,No,0,Yes,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,,1135
Ad ID 1549526327,Apartment,2,1,Yes,Yes,Yes,2,No,Yes,No,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1000,1800
Ad ID 1549549073,House,2,1,No,No,Yes,3,Yes,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,850,1400
Ad ID 1549558166,Apartment,1,1,No,Yes,Yes,1,Yes,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,Month-to-month,Windsor University South Cameron,530,1100
Ad ID 1549558571,Apartment,2,1,No,No,No,1,Limited,No,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,700,1195
Ad ID 1549561236,Apartment,1,1,No,Yes,Yes,1,Limited,No,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Riverside,450,1375
Ad ID 1549563058,Apartment,2,1,No,Yes,Yes,1,Limited,No,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Riverside,600,1450
Ad ID 1549571437,Apartment,1 + Den,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South East Malden,600,
Ad ID 1549578879,House,3,2,No,No,No,1,Yes,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1000,1700
Ad ID 1549592195,Apartment,2,1,No,No,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,900,1250
Ad ID 1549607127,House,3,1,No,No,No,2,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1500,1900
Ad ID 1549607559,Duplex/Triplex,2,1,No,No,Yes,1,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,1000,1350
Ad ID 1549618417,Apartment,2,1,No,Yes,Yes,0,No,No,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,850,1350
Ad ID 1549621392,House,3,1,No,No,No,1,No,No,No,Laundry (In Unit),Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,1500,1188
Ad ID 1549621916,Apartment,2,1,Yes,Yes,Yes,1,Yes,No,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Yes,Yes,Not Included,Balcony,1 Year,Windsor East Riverside,640,1503
Ad ID 1549623465,House,4,2,No,No,No,1,No,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1800,2200
Ad ID 1549635411,House,3,1,No,No,Yes,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,1500,1800
Ad ID 1549635587,Apartment,2,1,No,No,No,0,No,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,800,910
Ad ID 1549639588,House,3,2,No,No,No,3,Yes,Yes,Outdoors only,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor West Forest Glade East Fontainbleu,1500,1700
Ad ID 1549648407,Condo,2,2.5,No,No,No,1,Limited,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Yes,Not Included,Yes,Yes,Yes,Yes,Balcony,1 Year,Windsor East Riverside,1175,1900
Ad ID 1549660117,Apartment,Bachelor/Studio,1,Yes,Yes,Yes,1,Limited,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Yes,Yes,Not Included,1 Year,Windsor City Centre NW Walkerville,500,900
Ad ID 1549661007,Duplex/Triplex,3,2,No,No,No,0,Limited,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1,1400
Ad ID 1549664124,Duplex/Triplex,3,2,No,No,No,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1,1675
Ad ID 1549669158,Duplex/Triplex,1,1,No,No,No,1,Limited,No,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1,1000
Ad ID 1549686748,Apartment,2,1,Yes,Yes,Yes,1,No,No,Outdoors only,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,1,1275
Ad ID 1549689036,Apartment,2,1,No,Yes,No,0,Yes,No,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,,1495
Ad ID 1549698253,Duplex/Triplex,3,2,No,No,Yes,1,Yes,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1500,1350
Ad ID 1549699093,Duplex/Triplex,3,2,No,No,Yes,1,Yes,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1350,1350
Ad ID 1549720760,Apartment,Bachelor/Studio,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,700,895
Ad ID 1549722403,House,3,1,No,No,No,2,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Riverside,1058,2000
Ad ID 1549723620,House,3,2,No,No,No,2,No,Yes,No,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Riverside,1000,1750
Ad ID 1549738524,House,2,1,No,No,No,3,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Walkerville West Fontainbleu Walker,1000,1550
Ad ID 1549747224,Apartment,2,1,No,Yes,Yes,0,Yes,No,Yes,Laundry (In Building),Yes,Yes,No,Yes,Yes,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Riverside,,1799
Ad ID 1549768966,House,3,1,No,No,No,2,Limited,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1400,1795
Ad ID 1549780511,Apartment,2,1,No,Yes,Yes,1,Limited,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Yes,Not Included,Balcony,1 Year,Windsor City Centre NW Walkerville,1200,1399
Ad ID 1549793470,Townhouse,4 + Den,3,No,No,No,2,Limited,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East Riverside,1450,
Ad ID 1549814692,Apartment,1,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Yes,Yes,Yes,Not Included,Yes,Balcony,1 Year,Windsor West Forest Glade East Fontainbleu,700,1250
Ad ID 1549827515,House,3,2,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Month-to-month,Windsor City Centre NW Walkerville,1400,400
Ad ID 1549848975,House,5+,3,Yes,Yes,Yes,3,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,2000,475
Ad ID 1549851417,House,5+,2,No,No,No,3,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,2000,475
Ad ID 1549852179,Apartment,2,1,No,No,No,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor South Central West Walkerville Remington P,,950
Ad ID 1549854159,Duplex/Triplex,2,1,No,No,Yes,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,1000,1150
Ad ID 1549854583,Basement,1,1,No,No,No,0,No,Yes,No,Laundry (In Unit),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,400,1000
Ad ID 1549856380,Apartment,2,1,No,Yes,No,1,No,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Yes,Yes,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1000,1400
Ad ID 1549857194,Duplex/Triplex,1,1,No,No,No,1,No,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,240,
Ad ID 1549858148,Apartment,1,1,No,Yes,Yes,1,Yes,Yes,Outdoors only,Laundry (In Building),Yes,Yes,No,Yes,Not Included,Yes,Yes,Not Included,Yes,Balcony,Month-to-month,Windsor Riverside,780,
Ad ID 1549860043,House,3,2,No,No,No,2,Yes,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Walkerville West Fontainbleu Walker,900,2000
Ad ID 1549860183,House,4,2.5,No,No,No,2,Yes,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Roseland,,2300
Ad ID 1549860797,Apartment,2,1,Yes,Yes,Yes,3,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Roseland,1200,1650
Ad ID 1549861069,House,1,1,No,No,No,0,No,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1234,550
Ad ID 1549861564,House,3,2,No,No,No,1,Yes,No,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Roseland,,2200
Ad ID 1549863594,House,4,1,No,No,Yes,1,No,No,Outdoors only,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,1600,1600
Ad ID 1549879188,Apartment,1,1,Yes,No,No,1,No,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor South Central West Walkerville Remington P,500,1000
Ad ID 1549884729,Duplex/Triplex,4 + Den,1.5,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1200,1900
Ad ID 1549887559,Condo,1,1,No,Yes,Yes,1,Limited,Yes,No,Laundry (In Building),Not Included,Yes,Yes,Yes,Yes,Yes,Not Included,Yes,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,615,1650
Ad ID 1549889975,House,3 + Den,2,No,No,No,2,Limited,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1800,1775
Ad ID 1549906455,House,5+,3,Yes,Yes,Yes,3,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,1500,
Ad ID 1549907172,Condo,2,2,No,No,Yes,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Yes,Not Included,Yes,Yes,Yes,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,1100,2175
Ad ID 1549909771,House,5+,2,Yes,Yes,Yes,3,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,1500,
Ad ID 1549915694,House,3 + Den,1.5,No,No,No,1,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor West Forest Glade East Fontainbleu,1234,
Ad ID 1549916234,House,3,3,No,No,No,3,No,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor West Forest Glade East Fontainbleu,1400,2250
Ad ID 1549916965,House,2,1,Yes,Yes,Yes,0,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,1000,1600
Ad ID 1549925584,House,4,1.5,No,No,No,2,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1675,
Ad ID 1549929406,House,5+,2,No,No,No,3,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South East Malden,1000,2000
Ad ID 1549933937,Duplex/Triplex,2 + Den,1,No,No,Yes,1,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,900,1250
Ad ID 1549945523,Apartment,2,1,No,Yes,Yes,1,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,800,1600
Ad ID 1549946846,Apartment,1,1,No,Yes,Yes,2,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Yes,Yes,Not Included,1 Year,Windsor East East Walkerville,1100,1695
Ad ID 1549967841,Duplex/Triplex,2,1,No,No,Yes,2,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,1000,1200
Ad ID 1549968248,House,2,1,No,No,No,0,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1400,1200
Ad ID 1549973969,Apartment,1,1,No,Yes,Yes,0,No,No,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Yes,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,650,850
Ad ID 1549975344,Apartment,1,1,No,Yes,Yes,1,Yes,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,1234,850
Ad ID 1549978956,House,3,1,No,No,No,2,No,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Walkerville West Fontainbleu Walker,1000,1600
Ad ID 1549982585,House,3 + Den,2,No,No,No,3,Yes,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1100,2100
Ad ID 1549990021,Apartment,2,1,Yes,Yes,Yes,1,Yes,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Yes,Not Included,Yes,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,650,975
Ad ID 1549992987,House,2,1,Yes,Yes,Yes,2,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,900,1800
Ad ID 1549994696,Apartment,2,1,No,No,Yes,1,Limited,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor City Centre NW Walkerville,800,1200
Ad ID 1550005914,House,3,2,No,No,No,3,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South East Malden,1100,2050
Ad ID 1550019005,Apartment,Bachelor/Studio,1,No,No,Yes,1,Limited,No,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,500,700
Ad ID 1550027078,Apartment,2,1,Yes,Yes,Yes,0,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,800,1200
Ad ID 1550041576,Townhouse,2,1,No,No,No,3,No,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East Riverside,1030,1750
Ad ID 1550044396,Apartment,2,1,No,No,No,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Yes,Yes,Yes,Yes,Balcony,1 Year,Windsor University South Cameron,1000,1255
Ad ID 1550055341,House,4,2,No,No,No,3,No,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,2800,2300
Ad ID 1550081739,Condo,Bachelor/Studio,1,Yes,Yes,Yes,1,No,Yes,No,Not Included,Not Included,Not Included,No,Not Included,Yes,Yes,Not Included,Not Included,Yes,Balcony,1 Year,Windsor West Forest Glade East Fontainbleu,450,1100
Ad ID 1550100690,Apartment,1,1,No,Yes,Yes,0,Limited,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Not Included,1 Year,Windsor City Centre NW Walkerville,600,990
Ad ID 1550101267,Apartment,2,1,No,No,Yes,1,Yes,Yes,Outdoors only,Laundry (In Unit),Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,1200,
Ad ID 1550102860,Duplex/Triplex,3,1,No,No,Yes,1,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,900,1400
Ad ID 1550109439,House,3 + Den,2,No,No,No,1,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1200,1700
Ad ID 1550111206,Condo,1,1.5,No,No,No,1,Yes,Yes,Yes,Laundry (In Unit),Not Included,Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor East Riverside,850,1650
Ad ID 1550119175,House,3,1,No,No,No,3,Limited,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1100,1200
Ad ID 1550119476,House,5+,2,Yes,Yes,Yes,3,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor South East Malden,2000,2800
Ad ID 1550139815,Apartment,Bachelor/Studio,1,Yes,Yes,Yes,1,Yes,No,Outdoors only,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,450,700
Ad ID 1550143231,House,3,1,No,No,No,1,No,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1200,1750
Ad ID 1550156501,House,5+,1,Yes,Yes,Yes,3,No,No,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,1500,2600
Ad ID 1550160693,Apartment,2,1,No,No,Yes,1,Yes,No,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Walkerville West Fontainbleu Walker,500,1000
Ad ID 1550164386,House,Bachelor/Studio,1,Yes,Yes,Yes,2,No,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor South East Malden,350,1200
Ad ID 1550177335,Duplex/Triplex,3,2,No,No,No,0,Limited,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,2000,1600
Ad ID 1550180238,House,3,1,No,No,No,2,Yes,Yes,Outdoors only,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East Forest Glade,1000,1900
Ad ID 1550181172,Duplex/Triplex,3,1,No,Yes,Yes,2,No,Yes,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1100,1295
Ad ID 1550183694,Basement,1,1,No,No,No,0,Yes,Yes,Outdoors only,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East Forest Glade,700,1200
Ad ID 1550189138,Basement,2 + Den,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,1300,1400
Ad ID 1550199773,House,3 + Den,2,No,No,No,2,Limited,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1800,1775
Ad ID 1550202757,House,4,2,No,No,No,3,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Roseland,2400,1950
Ad ID 1550212133,House,3,1,No,No,No,0,Yes,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,900,1695
Ad ID 1550215389,Basement,3,1.5,Yes,Yes,Yes,0,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South East Malden,1800,1700
Ad ID 1550219326,Condo,2,2,Yes,Yes,Yes,1,Limited,Yes,No,Laundry (In Unit),Not Included,Not Included,No,Yes,Not Included,Yes,Yes,Yes,Yes,Not Included,1 Year,Windsor City Centre NW Walkerville,1150,2000
